ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL,player_1_won,swap,player_1,player_2,player_1_rank,player_2_rank,player_1_points,player_2_points,player_1_odds,player_2_odds
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Gerasimov E.,Tsonga J.W.,72.0,83.0,937.0,880.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.33,1.67,2.4,1.71,2.27,1.62,1,False,Gerasimov E.,Tsonga J.W.,72.0,83.0,937.0,880.0,2.37,1.57
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Popyrin A.,Gombos N.,67.0,94.0,1019.0,822.0,4.0,6.0,6.0,4.0,6.0,1.0,,,,,2.0,1.0,Completed,1.36,3.2,1.32,3.64,1.4,3.85,1.34,3.19,0,True,Gombos N.,Popyrin A.,94.0,67.0,822.0,1019.0,3.2,1.36
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Ivashka I.,Gray A.,87.0,1133.0,863.0,7.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.11,6.5,1.09,9.23,1.11,12.0,1.07,8.4,1,False,Ivashka I.,Gray A.,87.0,1133.0,863.0,7.0,1.11,6.5
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Millman J.,Clarke J.,43.0,230.0,1521.0,301.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.29,3.95,1.3,3.95,1.27,3.65,1,False,Millman J.,Clarke J.,43.0,230.0,1521.0,301.0,1.28,3.75
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Bublik A.,Kukushkin M.,39.0,106.0,1616.0,740.0,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.77,1.5,3.0,1.44,2.75,1,False,Bublik A.,Kukushkin M.,39.0,106.0,1616.0,740.0,1.44,2.75
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Purcell M.,Duckworth J.,283.0,88.0,197.0,851.0,6.0,2.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.0,1.4,3.08,1.42,3.4,1.42,3.14,1.35,0,True,Duckworth J.,Purcell M.,88.0,283.0,851.0,197.0,1.4,3.0
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Ruusuvuori E.,Ramos-Vinolas A.,79.0,40.0,911.0,1595.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.61,2.3,1.64,2.39,1.65,2.5,1.57,2.38,1,False,Ruusuvuori E.,Ramos-Vinolas A.,79.0,40.0,911.0,1595.0,1.61,2.3
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Seppi A.,Nishioka Y.,95.0,57.0,822.0,1142.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.57,2.37,1.53,2.65,1.68,2.65,1.53,2.47,0,True,Nishioka Y.,Seppi A.,57.0,95.0,1142.0,822.0,2.37,1.57
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Davidovich Fokina A.,Ymer M.,35.0,98.0,1723.0,796.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.72,2.1,1.72,2.22,1.75,2.25,1.7,2.12,0,True,Ymer M.,Davidovich Fokina A.,98.0,35.0,796.0,1723.0,2.1,1.72
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Fucsovics M.,Bedene A.,49.0,64.0,1344.0,1089.0,7.0,6.0,3.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,2.0,1.8,1.89,2.0,2.0,2.26,1.86,1.94,0,True,Bedene A.,Fucsovics M.,64.0,49.0,1089.0,1344.0,1.8,2.0
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Pospisil V.,Ward J.,66.0,340.0,1033.0,135.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.28,3.75,1.3,3.82,1.31,3.9,1.28,3.6,1,False,Pospisil V.,Ward J.,66.0,340.0,1033.0,135.0,1.28,3.75
34,Eastbourne,Viking International,2021-06-22,ATP250,Outdoor,Grass,1st Round,3.0,Broady L.,Tiafoe F.,144.0,56.0,499.0,1148.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.0,1.25,4.14,1.27,4.15,1.3,3.8,1.26,0,True,Tiafoe F.,Broady L.,56.0,144.0,1148.0,499.0,1.25,4.0
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,Purcell M.,Monfils G.,283.0,16.0,197.0,2568.0,6.0,4.0,5.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,3.15,1.41,3.2,1.46,2.92,1.4,0,True,Monfils G.,Purcell M.,16.0,283.0,2568.0,197.0,1.44,2.75
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,Bublik A.,Gerasimov E.,39.0,72.0,1616.0,937.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.46,2.96,1.46,3.12,1.41,2.88,1,False,Bublik A.,Gerasimov E.,39.0,72.0,1616.0,937.0,1.4,3.0
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,Seppi A.,Ruusuvuori E.,95.0,79.0,822.0,911.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.72,2.19,1.76,2.3,1.81,2.16,1.68,1,False,Seppi A.,Ruusuvuori E.,95.0,79.0,822.0,911.0,2.1,1.72
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,Sonego L.,Millman J.,27.0,43.0,2042.0,1521.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.8,2.0,1.92,1.99,1.92,2.05,1.83,1.96,0,True,Millman J.,Sonego L.,43.0,27.0,1521.0,2042.0,2.0,1.8
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,Ivashka I.,Popyrin A.,87.0,67.0,863.0,1019.0,6.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.8,2.0,1.93,1.98,2.04,2.05,1.86,1.93,1,False,Ivashka I.,Popyrin A.,87.0,67.0,863.0,1019.0,1.8,2.0
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,Pospisil V.,Davidovich Fokina A.,66.0,35.0,1033.0,1723.0,7.0,6.0,,,,,,,,,1.0,0.0,Retired,1.9,1.9,2.06,1.85,2.1,1.92,1.97,1.82,1,False,Pospisil V.,Davidovich Fokina A.,66.0,35.0,1033.0,1723.0,1.9,1.9
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,Kwon S.W.,Fucsovics M.,77.0,49.0,921.0,1344.0,7.0,6.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,2.37,1.57,2.44,1.63,2.85,1.65,2.38,1.57,1,False,Kwon S.W.,Fucsovics M.,77.0,49.0,921.0,1344.0,2.37,1.57
34,Eastbourne,Viking International,2021-06-23,ATP250,Outdoor,Grass,2nd Round,3.0,De Minaur A.,Broady L.,18.0,144.0,2485.0,499.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.16,5.0,1.18,5.61,1.19,6.0,1.16,5.2,1,False,De Minaur A.,Broady L.,18.0,144.0,2485.0,499.0,1.16,5.0
34,Eastbourne,Viking International,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3.0,Sonego L.,Bublik A.,27.0,39.0,2042.0,1616.0,6.0,1.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.15,1.79,2.21,1.86,2.05,1.76,0,True,Bublik A.,Sonego L.,39.0,27.0,1616.0,2042.0,1.8,2.0
34,Eastbourne,Viking International,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3.0,Purcell M.,Seppi A.,283.0,95.0,197.0,822.0,6.0,4.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.75,1.44,3.08,1.43,3.1,1.47,2.85,1.41,0,True,Seppi A.,Purcell M.,95.0,283.0,822.0,197.0,1.44,2.75
34,Eastbourne,Viking International,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3.0,Kwon S.W.,Ivashka I.,77.0,87.0,921.0,863.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.37,1.57,2.51,1.6,2.51,1.63,2.4,1.57,1,False,Kwon S.W.,Ivashka I.,77.0,87.0,921.0,863.0,2.37,1.57
34,Eastbourne,Viking International,2021-06-24,ATP250,Outdoor,Grass,Quarterfinals,3.0,De Minaur A.,Pospisil V.,18.0,66.0,2485.0,1033.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.43,3.06,1.52,3.06,1.44,2.75,1,False,De Minaur A.,Pospisil V.,18.0,66.0,2485.0,1033.0,1.44,2.75
34,Eastbourne,Viking International,2021-06-25,ATP250,Outdoor,Grass,Semifinals,3.0,Sonego L.,Purcell M.,27.0,283.0,2042.0,197.0,6.0,1.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,1.22,4.33,1.23,4.69,1.3,4.75,1.22,4.28,0,True,Purcell M.,Sonego L.,283.0,27.0,197.0,2042.0,4.33,1.22
